Country Name,Country Code,Region,Income group,Year,Population,Basic Sanitation Access (Pct of Pop),Basic Drinking Water Access (Pct of Pop),Mobile Cellular Subscriptions (per 100 people)
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2006,4810105,95.77017217,88.3601952,4.508591808
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2006,1048621,36.66793433,57.4600648,4.682339949
Tonga,TON,East Asia & Pacific,Upper middle income,2006,101689,89.68921684,98.77294873,29.55186893
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2006,1303144,91.42044462,94.6429866,116.5489002
Tunisia,TUN,Middle East & North Africa,Lower middle income,2006,10196136,85.92655843,90.57658045,71.97870841
Turkey,TUR,Europe & Central Asia,Upper middle income,2006,68763405,88.0012814,96.9515458,76.58535816
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2006,10137,87.47434022,98.065768,15.78376245
Tanzania,TZA,Sub-Saharan Africa,Low income,2006,40634948,12.95384911,38.88965201,13.80338914
Uganda,UGA,Sub-Saharan Africa,Low income,2006,29550662,16.91436744,33.47197553,6.797878166
Ukraine,UKR,Europe & Central Asia,Lower middle income,2006,46787750,95.20790122,96.44331331,105.2767922
Uruguay,URY,Latin America & Caribbean,High income,2006,3331043,94.53105564,97.5184432,69.94839154
United States,USA,North America,High income,2006,298379912,99.96793194,99.15347145,77.09164231
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2006,26488250,99.63956135,90.21268301,9.409967467
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2006,108907,77.83887791,94.00613973,80.46682032
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2006,27239168,90.90433787,96.71911388,68.97958851
British Virgin Islands,VGB,Latin America & Caribbean,High income,2006,23905,96.82158894,97.58356164,
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2006,108371,96.99938391,99.9982,
Vietnam,VNM,East Asia & Pacific,Lower middle income,2006,85094617,63.70109258,83.11672453,22.2017334
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2006,214634,53.17330364,83.42242949,6.988641129
Samoa,WSM,East Asia & Pacific,Upper middle income,2006,181094,98.29059331,93.61076727,25.12507317
Kosovo,XKX,Europe & Central Asia,Lower middle income,2006,1719536,,,32.30209935
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2006,21160534,47.46610759,51.96867446,14.0723339
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2006,49364582,65.25149464,80.27763808,80.34505387
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2006,12383446,28.07607247,53.71451842,13.43186703
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2006,13124267,40.75445514,69.28235146,6.470045146
Aruba,ABW,Latin America & Caribbean,High income,2007,101220,97.86711814,96.46059962,112.2169532
Afghanistan,AFG,South Asia,Low income,2007,26616792,30.27581674,42.36563296,17.53816162
Angola,AGO,Sub-Saharan Africa,Lower middle income,2007,20997687,29.25132348,39.43784401,23.62896447
Albania,ALB,Europe & Central Asia,Upper middle income,2007,2970017,93.60350875,87.99504018,76.80249426
Andorra,AND,Europe & Central Asia,High income,2007,82683,100,100,76.80297038
United Arab Emirates,ARE,Middle East & North Africa,High income,2007,6044067,99.97644898,99.6413559,127.9189658
Argentina,ARG,Latin America & Caribbean,High income,2007,39970224,94.87199978,99.32719197,101.0796712
Armenia,ARM,Europe & Central Asia,Upper middle income,2007,2933056,90.97891399,97.10877739,63.97460533
American Samoa,ASM,East Asia & Pacific,Upper middle income,2007,57903,62.40810979,98.92679,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2007,91381,85.15275594,97.43822269,122.9807071
Australia,AUS,East Asia & Pacific,High income,2007,20827600,100,99.8358516,101.4958754
Austria,AUT,Europe & Central Asia,High income,2007,8295487,99.9899442,100,119.2523915
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2007,8581300,76.84735236,80.20485603,51.79782823
Burundi,BDI,Sub-Saharan Africa,Low income,2007,7939573,45.94401963,54.05129271,3.400686662
Belgium,BEL,Europe & Central Asia,High income,2007,10625700,99.48590025,100,100.3765809
Benin,BEN,Sub-Saharan Africa,Low income,2007,8454791,11.74127548,63.37119735,24.26761348
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2007,14252021,15.38760977,49.78005544,13.03701419
Bangladesh,BGD,South Asia,Lower middle income,2007,147139191,35.62662254,95.97111381,23.35883443
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2007,7545338,85.89984557,99.57001239,130.7987803
Bahrain,BHR,Middle East & North Africa,High income,2007,1035891,99.95318765,99.96859825,107.7313154
"Bahamas, The",BHS,Latin America & Caribbean,High income,2007,342328,90.58681798,98.03836515,109.2516534
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2007,3774000,94.82746885,96.94210499,64.9291203
Belarus,BLR,Europe & Central Asia,Upper middle income,2007,9560953,94.67420327,97.92432878,72.9799649
Belize,BLZ,Latin America & Caribbean,Upper middle income,2007,298407,84.68530344,92.00261878,39.64853371
Bermuda,BMU,North America,High income,2007,64888,99.94105789,99.94105789,106.3305184
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2007,9441444,44.93299219,85.79125072,34.46940955
Brazil,BRA,Latin America & Caribbean,Upper middle income,2007,191026637,79.48814856,95.55383726,63.3315358
Barbados,BRB,Latin America & Caribbean,High income,2007,276150,92.15675366,98.33742574,93.28118776
Brunei Darussalam,BRN,East Asia & Pacific,High income,2007,374864,96.36770711,99.49607,97.67222246
Bhutan,BTN,South Asia,Lower middle income,2007,686958,58.0930819,90.18727322,21.75373167
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2007,1914414,57.38232239,78.1332953,60.16258761
Central African Republic,CAF,Sub-Saharan Africa,Low income,2007,4275800,20.54061341,53.05416627,7.951728332
Canada,CAN,North America,High income,2007,32887928,98.5,99.7,61.40957528
Switzerland,CHE,Europe & Central Asia,High income,2007,7551117,99.89591998,100,108.57798
Channel Islands,CHI,Europe & Central Asia,High income,2007,156513,,,
Chile,CHL,Latin America & Caribbean,High income,2007,16491687,96.09484386,98.01218036,84.61961472
China,CHN,East Asia & Pacific,Upper middle income,2007,1317885000,67.14899241,87.1083219,40.9414866
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2007,19085941,25.80430212,72.28194788,39.1267478
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2007,18395389,39.20726812,60.08869199,24.65835324
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2007,58417562,21.07570927,37.84663853,11.28427783
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2007,3976246,13.74246408,61.57931423,32.38308193
Colombia,COL,Latin America & Caribbean,Upper middle income,2007,44374572,80.04767169,93.28808277,76.48776421
Comoros,COM,Sub-Saharan Africa,Low income,2007,641620,30.44298542,85.02118974,9.6792494
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2007,486438,52.39935257,81.30793839,31.29114091
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2007,4369469,95.74669369,97.26043199,34.51721479
Cuba,CUB,Latin America & Caribbean,Upper middle income,2007,11303687,89.99130632,94.0949721,1.75387022
Curacao,CUW,Latin America & Caribbean,High income,2007,144056,98.81862531,99.37274522,
Cayman Islands,CYM,Latin America & Caribbean,High income,2007,51483,95.55,96.125,197.1466309
Cyprus,CYP,Europe & Central Asia,High income,2007,1063712,99.81003178,100,92.9655393
Czech Republic,CZE,Europe & Central Asia,High income,2007,10298828,99.13824337,99.83950014,127.7315807
Germany,DEU,Europe & Central Asia,High income,2007,82266372,99.21427868,100,118.3029902
Djibouti,DJI,Middle East & North Africa,Lower middle income,2007,809402,51.13489361,75.86287259,8.591404518
Dominica,DMA,Latin America & Caribbean,Upper middle income,2007,70950,72.8526385,95.4,125.440451
Denmark,DNK,Europe & Central Asia,High income,2007,5461438,99.59723581,100,115.3208334
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2007,9504353,81.08640218,92.85847976,58.00351692
Algeria,DZA,Middle East & North Africa,Upper middle income,2007,34300076,85.8478545,91.67621757,80.35760912
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2007,14205453,78.17483896,87.57631083,69.97296742
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2007,79537253,92.79149929,98.29472989,37.83594714
Eritrea,ERI,Sub-Saharan Africa,Low income,2007,4153332,9.579656267,17.65565876,2.030851374
Spain,ESP,Europe & Central Asia,High income,2007,45226803,99.90329605,100,106.6718542
Estonia,EST,Europe & Central Asia,High income,2007,1340680,99.33376062,99.36840216,125.130871
Ethiopia,ETH,Sub-Saharan Africa,Low income,2007,81000409,4.867938378,26.9153592,1.491965306
Finland,FIN,Europe & Central Asia,High income,2007,5288720,99.44807019,100,114.7599836
Fiji,FJI,East Asia & Pacific,Upper middle income,2007,834812,86.66201358,94.29293905,63.49309785
France,FRA,Europe & Central Asia,High income,2007,64016227,98.65774119,99.95931091,89.34353008
Faroe Islands,FRO,Europe & Central Asia,High income,2007,48448,90.88347572,100,107.6803996
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2007,105078,56.243999,90.1212021,26.11012772
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2007,1489193,39.91347051,83.67446504,78.49889168
United Kingdom,GBR,Europe & Central Asia,High income,2007,61322463,99.12197239,100,120.2257083
Georgia,GEO,Europe & Central Asia,Lower middle income,2007,4082000,91.24120333,90.69212364,59.21178171
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2007,22700212,12.65779179,70.83712586,33.497718
Gibraltar,GIB,Europe & Central Asia,High income,2007,32510,,99.61827037,73.82343894
Guinea,GIN,Sub-Saharan Africa,Low income,2007,10096727,15.03660812,60.44330668,19.8083993
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2007,1539116,48.38662868,76.8529075,52.00199335
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2007,1445958,16.25454118,60.50033026,20.48627968
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2007,829327,77.09564516,49.04440755,18.08695484
Greece,GRC,Europe & Central Asia,High income,2007,11048473,97.74296556,99.76192961,108.0311332
Grenada,GRD,Latin America & Caribbean,Upper middle income,2007,103586,86.4527444,94.9338426,49.60226285
Greenland,GRL,Europe & Central Asia,High income,2007,56555,99.5544536,100,116.6406099
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2007,13700286,63.10594039,89.3863394,86.84171265
Guam,GUM,East Asia & Pacific,High income,2007,158855,89.67885173,99.5722,
Guyana,GUY,Latin America & Caribbean,Upper middle income,2007,747869,81.96879673,91.25835138,72.04122647
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2007,6916300,96.73636364,99.36,155.8568172
Honduras,HND,Latin America & Caribbean,Lower middle income,2007,7707972,70.66911921,87.08949473,54.29228337
Croatia,HRV,Europe & Central Asia,High income,2007,4436000,97.27782527,99.05284778,115.4120817
Haiti,HTI,Latin America & Caribbean,Low income,2007,9556889,23.8846511,60.61693013,26.15914028
Hungary,HUN,Europe & Central Asia,High income,2007,10055780,98.02097287,99.9673805,110.0364559
Indonesia,IDN,East Asia & Pacific,Lower middle income,2007,232989141,55.80952404,81.81354355,40.08207447
Isle of Man,IMN,Europe & Central Asia,High income,2007,77727,,,
India,IND,South Asia,Lower middle income,2007,1179681239,32.22751596,83.8427254,19.80365477
Ireland,IRL,Europe & Central Asia,High income,2007,4398942,90.25818087,97.49543222,113.0203842
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2007,72031103,87.81457276,95.17757041,41.32936851
Iraq,IRQ,Middle East & North Africa,Upper middle income,2007,28390433,80.90303924,80.33765024,49.38717208
Iceland,ISL,Europe & Central Asia,High income,2007,311566,98.7885974,100,106.8473132
Israel,ISR,Middle East & North Africa,High income,2007,7180100,100,100,128.5917242
Italy,ITA,Europe & Central Asia,High income,2007,58438310,99.28045734,100,151.4005806
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2007,2775467,84.59006272,91.8549819,96.71637242
Jordan,JOR,Middle East & North Africa,Upper middle income,2007,6193191,97.9198214,99.10324538,77.04656614
Japan,JPN,East Asia & Pacific,High income,2007,128001000,99.99146186,98.60414013,83.52888241
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2007,15484192,97.30918138,88.5746912,77.7880175
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2007,38085909,30.40172834,52.22612562,29.79950406
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2007,5268400,93.92360334,83.32883077,41.7812329
Cambodia,KHM,East Asia & Pacific,Lower middle income,2007,13676693,29.22095185,62.89592927,18.8884696
Kiribati,KIR,East Asia & Pacific,Lower middle income,2007,96311,35.79786376,62.78337581,0.778727248
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2007,49783,90.219,98.8,129.5623004
"Korea, Rep.",KOR,East Asia & Pacific,High income,2007,48683638,100,98.64606172,90.43409775
Kuwait,KWT,Middle East & North Africa,High income,2007,2503410,100,100,56.9780819
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2007,5949787,49.46618637,62.78488413,24.8480996
Lebanon,LBN,Middle East & North Africa,Upper middle income,2007,4086466,82.86754487,88.59750325,30.83348791
Liberia,LBR,Sub-Saharan Africa,Low income,2007,3512932,14.83950351,65.61486679,16.02649866
Libya,LBY,Middle East & North Africa,Upper middle income,2007,5970362,99.7,,75.37231411
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2007,167288,83.69658394,92.42120615,87.87241165
Liechtenstein,LIE,Europe & Central Asia,High income,2007,35322,99.95,100,90.6319008
Sri Lanka,LKA,South Asia,Lower middle income,2007,19810789,89.83327863,84.38563944,40.2986928
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2007,1982287,24.5166579,68.84173584,24.33830217
Lithuania,LTU,Europe & Central Asia,High income,2007,3231294,88.9409472,93.70274809,150.6730027
Luxembourg,LUX,Europe & Central Asia,High income,2007,479993,97.65996376,99.937045,144.189652
Latvia,LVA,Europe & Central Asia,High income,2007,2200325,89.24330651,98.05495032,100.8410211
"Macao SAR, China",MAC,East Asia & Pacific,High income,2007,503823,,100,157.6591382
St. Martin (French part),MAF,Latin America & Caribbean,High income,2007,28905,,,
Morocco,MAR,Middle East & North Africa,Lower middle income,2007,31225881,76.17485314,73.24080923,64.14326629
Monaco,MCO,Europe & Central Asia,High income,2007,35111,100,100,58.10144969
Moldova,MDA,Europe & Central Asia,Lower middle income,2007,3576910,74.95043047,85.31332139,45.60402204
Madagascar,MDG,Sub-Saharan Africa,Low income,2007,19433523,6.850738359,42.74077161,11.41127113
Maldives,MDV,South Asia,Upper middle income,2007,336070,90.91866613,96.30676438,93.29574196
Mexico,MEX,Latin America & Caribbean,Upper middle income,2007,111836346,82.63361156,93.68451008,59.51505426
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2007,52137,86.25949075,78.79043181,
"Macedonia, FYR",MKD,Europe & Central Asia,Upper middle income,2007,2065458,90.29936603,96.62205124,86.87821297
Mali,MLI,Sub-Saharan Africa,Low income,2007,13675606,24.90842118,61.04860137,18.50660951
Malta,MLT,Middle East & North Africa,High income,2007,406724,99.9846339,100,89.81439058
Myanmar,MMR,East Asia & Pacific,Lower middle income,2007,49171586,67.2151849,60.74816839,0.50362622
Montenegro,MNE,Europe & Central Asia,Upper middle income,2007,615875,91.94349938,95.47099699,145.2822026
Mongolia,MNG,East Asia & Pacific,Lower middle income,2007,2591670,54.16951592,74.48370091,46.09317544
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2007,59513,76.74276541,99.06238858,
Mozambique,MOZ,Sub-Saharan Africa,Low income,2007,22188387,17.33023753,33.62250041,13.88015722
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2007,3312665,33.06753337,61.62034644,42.6836701
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2007,1239630,92.30885606,99.59022256,75.25842626
Malawi,MWI,Sub-Saharan Africa,Low income,2007,13840969,38.72312148,58.89622202,7.592329699
Malaysia,MYS,East Asia & Pacific,Upper middle income,2007,26625845,98.28695964,97.27303862,87.68548003
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2007,2079915,30.88134022,77.78118298,38.47609157
New Caledonia,NCL,East Asia & Pacific,High income,2007,239250,100,96.23494352,73.43969283
Niger,NER,Sub-Saharan Africa,Low income,2007,14668338,9.0329357,41.50058653,6.13566445
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2007,146417024,34.41289981,56.46383702,27.58942225
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2007,5522106,67.85929564,81.29322028,45.3138893
Netherlands,NLD,Europe & Central Asia,High income,2007,16381696,97.87020402,100,116.8288276
Norway,NOR,Europe & Central Asia,High income,2007,4709153,98.065298,100,106.737833
Nepal,NPL,South Asia,Low income,2007,26214847,31.98977159,83.52147737,12.46963219
Nauru,NRU,East Asia & Pacific,Upper middle income,2007,10002,65.64469251,97.86539713,
New Zealand,NZL,East Asia & Pacific,High income,2007,4223800,100,100,100.4265381
Oman,OMN,Middle East & North Africa,High income,2007,2662762,93.68199031,79.66861745,93.88747474
Pakistan,PAK,South Asia,Lower middle income,2007,160332974,44.29129716,88.83842772,39.20385834
Panama,PAN,Latin America & Caribbean,High income,2007,3453807,70.1285485,91.46483222,87.16859396
Peru,PER,Latin America & Caribbean,Upper middle income,2007,28292724,69.68810515,85.19155468,54.4919146
Philippines,PHL,East Asia & Pacific,Lower middle income,2007,89293490,70.59376696,88.11214048,64.22059996
Palau,PLW,East Asia & Pacific,High income,2007,20116,95.87883595,96.19316568,53.14674886
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2007,6627922,18.6328056,36.63352332,4.52630553
Poland,POL,Europe & Central Asia,High income,2007,38120560,92.15548819,97.9124005,107.9812735
Puerto Rico,PRI,Latin America & Caribbean,High income,2007,3782995,97.10414656,97.08676407,64.92241656
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,2007,24203289,77.00398171,99.74769733,0
Portugal,PRT,Europe & Central Asia,High income,2007,10542964,98.36970715,99.26515664,126.7851539
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2007,5966159,81.25440174,86.70659794,78.683136
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2007,3494496,95.1266169,88.06118275,27.2259457
French Polynesia,PYF,East Asia & Pacific,High income,2007,260594,97.61318439,100,67.09555861
Qatar,QAT,Middle East & North Africa,High income,2007,1189633,99.48148148,100,106.2685719
Romania,ROU,Europe & Central Asia,Upper middle income,2007,20882982,81.53016439,100,96.97609981
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2007,142805088,86.13193721,95.77268479,119.594712
Rwanda,RWA,Sub-Saharan Africa,Low income,2007,9447402,53.45982464,51.51210226,6.722874712
Saudi Arabia,SAU,Middle East & North Africa,High income,2007,25252569,99.31663904,98.40075628,112.4638052
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2007,32282526,24.65757911,47.67022747,25.45678117
Senegal,SEN,Sub-Saharan Africa,Low income,2007,11873557,43.00440795,67.97741989,30.5789074
Singapore,SGP,East Asia & Pacific,High income,2007,4588599,100,100,125.1783402
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2007,492940,24.40477829,75.72866977,2.211222461
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2007,6015417,12.11408334,47.26296026,12.90018631
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2007,6083475,85.79339519,86.35885684,100.8861054
San Marino,SMR,Europe & Central Asia,High income,2007,29977,100,100,58.37808987
Somalia,SOM,Sub-Saharan Africa,Low income,2007,11038596,19.77385264,29.4721709,5.435473859
Serbia,SRB,Europe & Central Asia,Upper middle income,2007,7381579,96.19139752,90.42714545,114.2961107
South Sudan,SSD,Sub-Saharan Africa,Low income,2007,8856800,,,
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2007,163101,29.74709315,73.06482559,18.45420936
Suriname,SUR,Latin America & Caribbean,Upper middle income,2007,509705,80.02110845,92.28792183,74.55292767
Slovak Republic,SVK,Europe & Central Asia,High income,2007,5374622,98.88521393,97.960481,112.406383
Slovenia,SVN,Europe & Central Asia,High income,2007,2018122,99.10760264,99.56947939,95.77226962
Sweden,SWE,Europe & Central Asia,High income,2007,9148092,99.311648,100,110.4068942
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2007,1138434,53.27684266,59.23395876,33.37918579
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2007,33811,98.72001072,95.5,
Seychelles,SYC,Sub-Saharan Africa,High income,2007,85033,97.11170736,94.93860348,85.59719099
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2007,19632806,92.93565891,95.98321213,31.75644887
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2007,28640,84.44090909,90.40454546,
Chad,TCD,Sub-Saharan Africa,Low income,2007,10775708,9.675247954,40.57352284,8.522465531
Togo,TGO,Sub-Saharan Africa,Low income,2007,5997385,12.28386038,53.53772847,19.84730012
Thailand,THA,East Asia & Pacific,Upper middle income,2007,66195615,94.9835684,96.33694307,80.02643982
Tajikistan,TJK,Europe & Central Asia,Low income,2007,7152385,92.68704066,65.61895413,29.81900443
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2007,4870137,95.86403011,89.06985868,7.83694586
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2007,1064973,37.41705778,58.8648002,7.344317649
Tonga,TON,East Asia & Pacific,Upper middle income,2007,102357,90.16330242,98.91421725,45.4536573
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2007,1309260,91.56565943,95.1025011,115.3170493
Tunisia,TUN,Middle East & North Africa,Lower middle income,2007,10298087,86.77149077,91.01476316,76.15607637
Turkey,TUR,Europe & Central Asia,Upper middle income,2007,69597281,89.02426119,97.20578063,89.04917852
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2007,10243,88.17463636,98.213944,17.57297667
Tanzania,TZA,Sub-Saharan Africa,Low income,2007,41923715,14.07541546,40.14404269,19.68337014
Uganda,UGA,Sub-Saharan Africa,Low income,2007,30590487,17.16677271,34.07862034,13.71432236
Ukraine,UKR,Europe & Central Asia,Lower middle income,2007,46509350,95.29969892,96.57065234,119.0876067
Uruguay,URY,Latin America & Caribbean,High income,2007,3339741,94.67321222,97.7464356,89.95676611
United States,USA,North America,High income,2007,301231207,99.96811324,99.15873083,82.93546295
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2007,26868000,100,90.85183541,20.85365601
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2007,109047,79.00706128,94.14852475,101.3241997
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2007,27691965,91.48000369,96.81779779,86.01821142
British Virgin Islands,VGB,Latin America & Caribbean,High income,2007,24731,96.82765403,97.96369863,83.70061866
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2007,108339,97.09928123,99.9979,
Vietnam,VNM,East Asia & Pacific,Lower middle income,2007,85889590,65.37470123,83.99830209,52.42084402
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2007,219953,53.20510908,84.22539237,11.82070715
Samoa,WSM,East Asia & Pacific,Upper middle income,2007,182286,98.1059447,93.88894916,47.17860944
Kosovo,XKX,Europe & Central Asia,Lower middle income,2007,1733404,,,32.30209935
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2007,21751605,48.85646473,54.1022411,19.99392689
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2007,49887181,66.18279916,80.80407705,84.79132144
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2007,12725974,28.42780932,54.57185676,20.73732038
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2007,13329909,40.51632353,68.97989604,9.194766446
Aruba,ABW,Latin America & Caribbean,High income,2008,101353,97.80239074,96.74228437,119.1933145
Afghanistan,AFG,South Asia,Low income,2008,27294031,31.36153802,44.91963216,28.94006019
Angola,AGO,Sub-Saharan Africa,Lower middle income,2008,21759420,30.51835214,39.64665694,31.12838486
Albania,ALB,Europe & Central Asia,Upper middle income,2008,2947314,94.28114857,88.03267279,62.16072664
Andorra,AND,Europe & Central Asia,High income,2008,83861,100,100,76.55763704
United Arab Emirates,ARE,Middle East & North Africa,High income,2008,6894278,99.97655566,99.63985245,135.731907
Argentina,ARG,Latin America & Caribbean,High income,2008,40382389,94.89024992,99.36649133,115.1709326
Armenia,ARM,Europe & Central Asia,Upper middle income,2008,2908220,91.06204107,97.28629844,49.58359409
American Samoa,ASM,East Asia & Pacific,Upper middle income,2008,57030,62.37307319,98.98776,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2008,92478,85.54467701,97.32171662,147.7021562
Australia,AUS,East Asia & Pacific,High income,2008,21249200,100,99.85475008,103.6429999
Austria,AUT,Europe & Central Asia,High income,2008,8321496,99.98787866,100,129.7123099
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2008,8763400,78.43378608,80.73065103,74.22430613
Burundi,BDI,Sub-Saharan Africa,Low income,2008,8212264,46.5886677,54.29417984,5.852028137
Belgium,BEL,Europe & Central Asia,High income,2008,10709973,99.48607999,100,105.2186842
Benin,BEN,Sub-Saharan Africa,Low income,2008,8696916,12.00512576,63.83623672,41.68565041
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2008,14689726,16.30385274,50.28002558,20.58683736
Bangladesh,BGD,South Asia,Lower middle income,2008,148805814,37.07017677,96.15100162,29.99882787
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2008,7492561,85.91031158,99.52401686,138.8622153
Bahrain,BHR,Middle East & North Africa,High income,2008,1114590,99.96823448,99.97869167,129.2656493
"Bahamas, The",BHS,Latin America & Caribbean,High income,2008,348676,90.87169374,97.98904206,102.6884558
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2008,3763599,94.81506862,97.05502431,84.46797866
Belarus,BLR,Europe & Central Asia,Upper middle income,2008,9527985,94.61465887,97.93370977,85.49192197
Belize,BLZ,Latin America & Caribbean,Upper middle income,2008,306165,84.98977264,92.64013375,52.26985449
Bermuda,BMU,North America,High income,2008,65273,99.93347431,99.93347431,122.2437137
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2008,9599855,45.89114743,86.72701915,52.48620943
Brazil,BRA,Latin America & Caribbean,Upper middle income,2008,192979029,80.3463984,95.79408751,78.06102237
Barbados,BRB,Latin America & Caribbean,High income,2008,277319,92.77094623,98.30796033,104.0902354
Brunei Darussalam,BRN,East Asia & Pacific,High income,2008,379252,96.36247153,99.498476,105.1693861
Bhutan,BTN,South Asia,Lower middle income,2008,700950,58.74162956,91.35488459,36.15507526
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2008,1946351,57.78242566,78.27638787,76.3372588
Central African Republic,CAF,Sub-Saharan Africa,Low income,2008,4345386,21.36175819,53.20919835,13.11736173
Canada,CAN,North America,High income,2008,33245773,98.5,99.6,66.13620397
Switzerland,CHE,Europe & Central Asia,High income,2008,7647675,99.89530149,100,116.3559314
Channel Islands,CHI,Europe & Central Asia,High income,2008,157581,,,
Chile,CHL,Latin America & Caribbean,High income,2008,16661942,96.6556531,98.35888238,88.80473237
China,CHN,East Asia & Pacific,Upper middle income,2008,1324655000,68.14780258,88.41852568,47.69694564
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2008,19497986,26.32627402,72.38140626,53.59033492
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2008,18907008,39.14707081,60.75639806,32.58523506
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2008,60373608,20.89900602,38.34537308,16.46020891
