Loan Amount,Funded Amount,Funded Amount Investor,Term,Home Ownership,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Last week Pay,Accounts Delinquent,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit
17480,30389,25897.30784,59,46709.03595,36.38258147,0,0,5,0,1463,84.2937541,27,340.9640516,0.00418707,5.305176288999999,0.375270372,0,30,0,51,41498,4558
7680,6912,24886.32204,59,149917.3125,28.73128711,0,0,23,0,15017,77.87108054,34,9799.99216,0.037974892,3.182088819,1.216669116,0,132,0,1330,425151,13875
14905,11329,22857.06796,58,65890.04219,14.17667474,0,0,14,0,3123,54.219154,15,1128.266764,0.085010708,0.8534831279999999,0.928423082,0,11,0,56,21920,13879
8135,20469,15876.835619999998,59,31833.12065,37.42210223,0,1,29,0,3695,93.19482659,13,6910.622388,0.007866673,1.336175822,1.201272781,0,101,0,38,158796,20635
34260,10239,7721.884514,59,58446.3701,39.26003008,0,2,12,0,2529,46.58314759,25,3060.45462,0.008337083,3.536395912,0.14771978,0,102,0,23,171359,47952
11571,17500,9632.293938,59,81782.75534,22.29471177,2,0,13,0,326,76.44328166,14,3898.348435,0.05182558,3.4843543410000004,0.163245802,0,2,0,30,81976,8470
30225,22716,26905.63872,59,188787.753,37.80777094,0,0,19,0,12382,58.84661070000001,23,2375.441702,0.011469418,3.939472195,0.633365163,0,135,0,31,37053,78673
12350,16579,12897.76004,59,76093.58158,20.60113418,0,0,13,0,8356,73.51712661,17,2267.3253670000004,0.040846919,5.653254512999999,0.298340283,0,150,0,4,106615,24460
12006,16887,12227.26731,59,82107.58776000001,35.62735641,0,0,10,0,656,55.18082149,14,1388.753282,0.080333988,0.8724875440000001,0.689697259,0,14,0,27,217017,10290
31283,16970,26195.0015,59,54761.56431,27.11992276,0,0,12,0,13873,78.47485804,20,1463.569415,0.019131668,5.60801946,1.009710188,0,82,0,20,38311,65578
8099,11424,20222.51575,58,28145.78015,10.25143726,2,2,15,0,6156,44.9045264,18,2003.484514,0.026756039,4.238279494,0.913090025,0,75,0,512,325377,17539
15769,32089,7604.132677,59,45060.95998,39.19035521,0,0,9,0,4940,47.00770882,16,1543.064265,0.031091315,0.206295493,1.247067545,0,54,0,37,210311,7514
1475,31137,20531.78206,58,38708.95793,15.96876331,0,0,27,0,1684,61.86781644,15,2167.078905,0.076619481,10.19753279,0.435393087,0,14,0,49,488135,32016
9051,8416,30778.81568,59,51766.59627,17.74635513,1,0,10,0,10336,92.5799158,9,280.1290583,0.105127808,3.157281824,0.3002132999999999,0,50,0,29,52083,23486
13829,11967,17095.05781,59,78351.12062,29.09614819,0,0,4,1,14492,17.34604883,11,105.3551124,0.069086312,6.043040913,0.449375233,0,55,0,25,122060,38303
19323,6747,21385.18982,59,143993.2936,20.39692413,1,0,12,0,2686,27.08099364,19,1111.287857,0.057440219,0.982014853,0.003775824,0,92,0,50,23551,9222
4049,10588,20867.090330000003,59,55197.18817,15.28137103,0,0,13,0,27426,72.61585384,19,1736.197623,0.059705034,3.514473017,0.7921325140000001,0,4,0,31,15231,1985
30835,15753,24252.76914,59,124689.2901,35.74371432,0,0,12,0,10343,18.11818961,18,1296.525108,0.064835339,2.401741741,0.793962345,0,81,0,33,45655,5903
7073,17028,11000.08532,58,113180.7354,31.52439466,0,0,11,0,12125,62.62663462,22,308.86355289999995,0.097891954,3.662338065,0.935540796,0,131,0,47,28435,37676
3305,9529,13607.89495,59,71586.78881,26.22106171,0,0,12,0,4884,56.97286896,32,562.4692609,0.102954213,4.401739216,1.39024809,0,40,0,54,228219,4687
21173,12307,20889.94696,59,74331.42405,16.67123232,0,0,12,0,989,70.41233704,18,669.2470235000001,0.053405988,2.915999724,0.17402519,0,69,0,10,68291,31482
21505,19927,6930.962086,59,205420.6108,8.595747867,0,0,19,0,17351,44.81964776,5,4979.039478,10.84393255,3.760815619,0.8902113629999999,0,80,0,18,298632,33717
32721,16910,15959.02703,58,298044.1557,16.24258982,0,0,11,0,6014,93.24572965,20,10320.66076,0.038510273,4.071031965,0.577328804,0,87,0,20,39910,2328
20489,6278,8668.778872,58,86538.87964,32.13447099,1,0,8,0,5194,62.92558374,9,1557.158258,0.008414459,2.130660176,0.531611371,0,123,0,47,65029,28359
18933,23873,29135.99088,58,73566.92623,14.77117038,1,0,16,0,8580,97.43164197,16,2037.021869,0.082523325,7.091983484,0.67924169,0,123,0,970,199157,13435
18794,5267,6984.825298999999,58,49187.34182,25.15431737,0,0,9,0,7169,81.76682195,14,9791.524721,0.050796672,1.136287145,1.118707138,0,68,0,42,140146,43978
15675,9816,8443.86994,59,70857.65028,26.87937472,0,2,34,0,13938,64.33853097,22,11286.39515,0.087060731,1.795441865,1.383325222,0,85,0,50,152995,34611
13198,32369,30769.092930000003,59,80858.09148999999,32.27683533,0,0,14,0,621,59.09361623,15,200.7694797,0.033802287,2.77219378,0.957893941,0,155,0,49,81240,83754
18555,11753,21886.9441,58,43177.9759,12.63636731,0,0,14,0,6900,47.35654514,18,3123.01799,0.07460391,4.5056929310000005,0.64748191,0,116,0,53,55993,9171
28606,7885,11351.62118,59,35403.49953,8.94245314,0,2,12,0,8166,2.084068764,6,929.1405242,0.007066145,2.528740049,0.752156981,0,33,0,43,324648,6840
16046,9579,16662.88344,59,30289.4821,9.728586364,0,2,10,0,8668,52.10968901,11,1835.258229,0.061436489,1.852410155,0.65626027,0,95,0,9,54540,18365
21971,8247,11705.78991,59,56008.23423,29.81141127,0,0,13,0,10022,4.107980095,16,1284.418844,32.0287605,4.917932792,0.3966349729999999,0,130,0,49,75348,34506
10238,24342,28241.05277,59,71222.26398999999,14.69168768,0,0,9,0,865,65.49531109,20,1015.842259,0.079149868,3.114829031,1.3514486280000002,0,8,0,31,59911,8633
9165,5645,13737.85615,59,137457.8391,28.64267324,1,0,15,0,148,84.25671063,23,908.5682206,29.08120627,1.442586156,0.8931963270000001,0,45,0,59,717736,3280
29824,16219,4818.236341,59,89259.41668,31.49623249,0,0,13,0,2286,68.70280265,18,176.8134469,0.062468917,3.311620489,1.025770898,0,29,0,56,155564,18502
10115,16745,13843.833030000002,59,59410.06674,19.12047176,0,0,11,0,4632,75.09015514,29,470.0013766,0.009692137,7.96965012,1.058476678,0,9,0,39,218935,12015
24276,11798,31033.21066,59,33585.85338,12.321095199999998,0,0,13,0,4124,72.11622962,12,1348.143062,0.0936539909999999,9.880753426,0.977650471,0,130,0,12,264716,43115
22984,5133,9295.990962,59,54554.63916,23.15758435,0,0,17,0,7387,67.67497607,25,423.3436756,0.05247167,2.209024735,1.215011794,0,47,0,21,100073,21345
23793,20262,9116.761924,58,48881.7625,18.77495842,0,2,31,0,20238,52.71030218,7,479.62192360000006,0.02915172,3.695721861,1.139486125,0,15,0,13,95552,2000
14921,30288,12188.22516,58,75669.59551,15.67683563,0,0,17,0,5614,48.02533419,24,623.1446906,0.014639515,6.207154406,0.511912461,0,46,0,55,409711,52761
17519,10985,11020.74362,59,73794.86149,28.15834372,0,0,13,0,5587,50.6327498,15,634.3966098999999,0.028055699,4.893085766,0.543737093,0,104,0,46,149625,34061
16867,11004,13717.84603,59,26515.96817,16.02024586,1,0,9,1,17871,52.09974405,15,799.476494,0.083248401,0.7306408390000001,1.414172828,0,124,0,21,244195,66838
5675,16355,9707.184866,59,39682.36651,16.71872239,0,0,12,0,21163,82.99909570000001,12,435.5342392,0.067034023,0.2537944119999999,0.471652125,0,145,0,51,3110,36910
24320,5243,14661.47141,59,61703.26916,32.27686029,0,0,13,0,6056,56.38530945,13,1286.193914,0.0310578179999999,4.803802487,0.423765822,0,96,0,59,829961,39285
9702,11352,15157.58818,58,124119.8615,18.78270329,0,0,8,0,71,54.6589244,24,545.2512167,0.047528167,4.931540435,40.08490616,0,20,0,39,252070,28393
15104,32250,9724.442951,59,95922.78227,4.562958497,0,0,11,1,304,0.609432532,20,1739.983732,0.005718204,5.441160627,0.646253003,0,77,0,14,352115,28075
20716,26594,9632.84089,59,93444.10392,16.93364539,0,0,9,0,7177,42.63524436,21,3065.246159,0.02478898,1.529972836,0.289661678,0,126,0,44,113189,37244
29635,20781,5879.280793999999,59,76324.59231,19.95456835,0,0,19,0,479,1.098752003,6,422.2633554,0.0280224289999999,2.004408976,0.6747637479999999,0,81,0,55,175056,37130
16735,22845,4013.386629,59,50028.92812,20.51967916,0,0,21,0,3094,44.2036186,10,3115.910297,0.00123585,1.36728594,1.26932038,0,90,0,6,427393,1653
13496,10111,12964.25505,59,42736.56968,4.662071126,0,0,17,1,19981,81.53073922,36,5313.024601,0.058776444,0.7988708090000001,1.418709148,0,59,0,38,275980,7707
11843,17004,15912.455930000002,59,98316.35699,12.30560964,1,1,24,0,2468,58.01498512,9,4282.076540999999,0.14519145,0.575504924,0.009409898,0,113,0,421,180724,53324
25995,33781,34166.68538,59,68963.82981,15.98538845,6,0,12,0,12283,6.9976342670000005,17,3130.575133,0.1240922659999999,1.6360098230000002,0.893785995,0,116,0,396,215825,15493
31972,2715,13160.11024,59,89575.9063,19.20872018,2,0,20,0,2655,52.67653841,16,13296.03175,0.080005965,1.689467932,0.48917782,0,27,0,38,54830,18799
21162,10468,12766.09616,58,61117.29705,17.85006284,0,0,11,0,28472,50.00443761,11,452.8611057,8.456852338,4.753870323,0.464753226,0,90,0,25,79045,10269
15460,20843,13610.076830000002,59,56821.72561,33.85342091,0,0,15,1,6169,16.73813665,19,421.5648645,0.01311399,1.50103269,1.084502665,0,90,0,30,204493,15158
24679,5948,14912.76791,59,147829.7381,16.07167751,0,0,13,0,3779,35.86143121,20,1513.874963,0.002332849,3.334036408,0.548396467,0,91,0,24,363916,31381
13332,6730,11190.29324,59,86141.24047,32.19746237,0,0,12,0,730,75.76671411,16,1901.051833,19.04507237,0.980010502,0.878877095,0,133,0,490,398911,10704
11690,25013,14675.30995,58,58768.11837999999,30.28627011,0,0,12,0,2821,31.29758851,20,4006.218571,0.111695388,4.20752281,0.236945271,0,49,0,59,154752,36936
22842,4539,10753.32531,59,56509.83462,23.59354502,0,0,21,0,2269,19.02426303,16,63.44271756,0.068369529,7.157229484,0.488470842,0,14,0,2895,328464,14758
19700,11416,26010.99822,58,73141.46062,28.08945531,0,0,31,0,1679,57.28972339999999,4,638.3373971,0.072691372,2.882406853,0.334345748,0,71,0,18,43771,22382
27983,10743,24747.87655,59,99413.06686,34.17265485,2,0,22,0,6303,41.20052186,20,1539.2667720000002,0.016949224,8.533494300000001,0.417921018,0,133,0,43,260618,9389
14940,3668,19405.43789,59,90915.65401,36.27027434,2,1,14,0,5412,80.29895949,14,2521.9622,0.009284369,2.660484211,0.0905806219999999,0,17,0,49,184045,2412
15748,15357,11782.93347,58,79169.61534,10.26253398,0,1,10,0,2838,44.97064053,20,9332.865686,15.05519061,3.006278593,0.113557894,0,45,0,48,172856,34887
10986,7113,10767.38261,59,71442.5639,24.45157318,0,1,22,0,8792,42.24769741,13,1768.9725670000005,0.032364443,5.194509392,1.116864827,0,70,0,51,33500,32172
23463,11539,19939.037480000003,59,58593.22452999999,15.99013252,0,1,33,0,5197,89.7223885,17,134.94508190000002,0.002104656,2.537806557,1.098878059,0,18,0,48,181118,25922
5265,27036,9769.527546,58,101131.1692,27.4524173,0,0,17,0,1148,17.24786223,26,2192.787458,0.033869586,4.47344867,0.376239787,0,132,0,289,54585,44620
33775,21671,10733.52772,59,37137.291580000005,12.78928993,0,1,12,0,10098,56.17178394,34,32.88452873,0.009073526,3.523425861,1.326719548,0,93,0,15,11783,10310
5758,17848,21855.36084,59,48503.45127,15.95326758,0,0,14,0,3798,57.00110862,10,1887.189815,0.073068571,3.280865672,1.615814654,0,141,0,60,25538,12622
11095,6824,20571.0413,58,123021.119,33.31610676,0,0,14,0,6048,54.91854838,27,333.0518352,0.044559505,4.258389585,0.317051174,0,59,0,12,78182,7023
17299,25538,14045.96326,59,53438.45719,32.05646117,0,1,8,0,1446,56.29468002,11,734.2330237000001,0.048210877,1.551105999,0.49996753,0,58,0,330,21356,84099
22264,21854,8001.344148,59,111039.7944,23.6548008,0,0,8,0,1860,27.48729098,14,1051.413287,0.041210541,0.444956041,0.225830123,0,13,0,22,123686,5628
11421,12988,26013.88839,59,82342.42812000001,11.75587728,0,0,11,0,5304,43.50458235,27,1196.890126,0.114190852,2.562182751,0.3489099229999999,0,120,0,22,78151,19900
21277,13279,7157.23378,59,165379.1122,20.51396564,0,0,14,0,4686,61.70472764,10,2279.644463,0.011853431,1.714077883,1.186164778,0,51,0,22,97746,6131
3600,20929,7661.081643,59,104715.8797,24.42491931,1,0,19,0,14312,31.88845755,40,2431.242589,0.027498592,0.917011321,0.772353064,0,75,0,55,470767,16288
19593,11828,9670.168862,59,53821.49134,37.94961083,0,0,12,0,14791,26.91630991,10,1148.022417,0.0921566069999999,7.104174485,0.887804053,0,61,0,39,170070,9453
20037,13277,8356.035167,59,94624.72442,38.25191112,0,0,8,0,8145,27.44603073,21,830.0121751,0.069410067,7.611506479,0.693255796,0,134,0,25,164193,20871
14209,29459,13649.214280000002,59,134817.9483,28.53483029,0,0,13,0,9094,46.74959873,27,6251.2459850000005,0.007838329,0.998390133,0.7073516059999999,0,41,0,62,110374,97081
18754,26844,9762.63001,59,84999.44295,26.06781272,1,0,18,0,2466,47.07957023,11,6172.106296,0.0730598,2.619774737,0.510606864,0,84,0,53,114960,42278
11909,23137,13990.78906,36,43774.53605,16.57936076,0,0,14,0,1514,39.80341851,38,305.6410335,0.011254043,5.134512227,0.807296212,0,53,0,43,182131,6348
26255,31471,22873.98809,59,57519.42006,36.0093894,1,0,11,0,10310,49.65855761,16,404.6182147,0.008600304,2.601535941,0.170114929,0,136,0,49,65665,5339
11622,7745,8485.518015000001,59,42316.41617,37.52654193,0,0,9,0,5590,82.28856687,18,1866.719977,0.128071184,1.377141245,1.126005701,0,104,0,501,105311,45379
4934,11182,33159.98045,58,81852.08037000001,23.87117994,1,0,11,1,4515,41.4896644,58,3216.221711,0.023593527,4.633599299999999,0.760410233,0,55,0,28,107938,30645
6884,4877,23824.05982,58,60897.49035,8.107066054,0,0,12,0,193,13.02001659,31,2055.37231,0.058593361,1.898875176,0.738824397,0,69,0,20,160701,7182
34310,8623,6071.197956,59,65417.12485,10.98075934,1,1,23,0,4249,74.95159648,33,440.1972909,0.030271991,2.160008307,1.054522153,0,114,0,35,29409,15884
21390,18305,7423.606274,59,74098.64938999999,18.46431802,0,0,11,0,760,52.57553643,16,241.640177,0.038430507,5.328332056,0.682990639,0,65,0,57,46581,16665
12757,13468,10064.11512,59,71493.54096,24.53586571,0,0,9,0,20997,31.93510876,17,1171.924843,0.038509332,2.144267612,0.149073243,0,35,0,44,74242,16395
1226,17345,9268.475758,59,71198.31105,14.95471697,0,0,13,0,3770,84.6152105,20,1258.782851,0.021919331,3.886827878,0.400923989,0,77,0,28,218175,2344
21140,32871,7650.007973000001,59,65904.68991,38.63010626,0,0,11,0,4692,72.19702728,18,398.5769229,0.00553554,3.481774933,0.84596603,0,156,0,48,55446,8595
14798,7893,8492.842799,59,45770.28692,11.26231428,0,2,11,1,21271,10.18564459,33,1832.492356,0.01023517,0.3931112029999999,1.059417487,0,146,0,39,23671,4799
15335,16926,14060.66908,59,204722.8935,18.2779225,0,0,12,1,7250,78.57399292,15,837.3435419,13.25323643,6.147954127999999,0.596420258,1,7,0,33,135632,86699
14730,11460,20722.60975,58,52506.4546,38.15740914,0,0,11,0,3715,54.899541500000005,12,1565.065294,0.101811769,4.965638983,0.149461068,0,65,0,23,383820,21097
24722,8614,33272.43222,59,142271.7786,32.86470312,0,0,10,0,3258,7.853030906,35,191.3735008,0.017545222,5.278739637,0.477197693,0,15,0,52,48974,8451
19369,10391,25738.59864,36,61588.130970000006,13.35533857,0,0,6,0,2550,62.83704711,13,2640.625051,0.040906396,5.146216633,0.733153763,0,128,0,34,99855,32364
21411,17041,26571.43248,59,90169.18953,33.7698198,0,0,6,0,2120,32.96110258,5,121.328755,0.015589354,4.957066122,0.825772046,0,51,0,1063,109245,15750
7578,10525,14960.415330000002,59,45428.60966,13.75358778,0,0,7,0,3412,61.77960798,18,49.72794361,0.01598846,0.607688153,0.302432413,0,112,0,28,218779,13956
6601,25295,21957.17825,58,75882.60081,24.34354471,0,0,9,0,433,29.000400899999995,40,260.50147830000003,0.054963689,1.693933153,0.939063058,0,50,0,19,205590,4347
19465,12756,12201.05807,59,76165.37135,26.98124202,0,0,20,0,9472,79.65657469,26,4937.612707,0.026656687,0.279268374,0.318697736,0,78,0,21,85693,14540
6210,25659,16622.92875,59,37285.935110000006,25.89652442,0,0,12,0,16984,14.49938952,17,2187.908319,0.027697363,1.6992047,0.765007088,0,12,0,40,71174,9595
5461,22412,24970.69123,58,58426.38171,10.98224991,0,0,28,0,11980,39.11226257,21,2040.983451,0.028808072,0.7631383009999999,1.011395154,0,92,0,29,683436,6127
19728,4279,6150.9518100000005,59,48518.05329,22.88889052,0,0,14,0,2697,55.98992245,24,429.5769617,0.010058092,3.685421652,0.152239566,0,27,0,31,88175,10203
7826,8305,22346.02069,58,43267.59046,10.10819932,0,1,12,0,2127,54.30261439,10,1575.5382439999998,0.054340485,1.123464774,0.925790659,0,89,0,44,65875,11678
16944,20719,21733.47972,59,51377.94621,38.31692548,1,0,10,0,1224,40.83848702,17,537.7793059999999,0.039229856,0.926206218,0.898290356,0,112,0,38,326667,48306
29430,6102,26438.14096,59,222067.8376,35.26057877,0,0,28,0,1627,40.98301336,38,2666.893431,0.051077665,723.9066262,0.928939384,0,129,0,29,7745,25693
6262,8570,10749.04035,59,84530.95138,34.61390707,1,0,11,0,103,10.09323339,24,42.16787575,0.029761172,4.217937098,1.116654993,0,77,0,27,114053,1505
11102,25381,10365.91089,59,76865.30966,30.44710744,0,0,13,0,3696,25.38266801,22,352.9297025,0.01791706,4.619553598,0.019136323,0,103,0,55,31909,88713
27764,5766,34585.232639999995,59,109134.0734,33.68000767,0,0,10,0,7391,56.94234448,24,3223.325197,0.0692121379999999,4.040616272,1.205911393,0,130,0,30,331993,20868
4531,10290,9206.682174,36,90332.99273,19.99747139,0,1,11,0,11682,73.854793,24,721.3235662999999,0.060356657,1.206306896,1.623468032,0,17,0,30,24462,47233
31615,10147,8367.058695,58,66304.36017,24.3413253,0,0,27,0,28115,38.93904553,22,2264.425517,0.063033278,0.446110018,1.327286647,0,153,0,55,35957,53297
32717,7780,25057.05126,59,234421.7593,29.61082622,0,0,11,0,5876,62.35954604,5,4541.113711,0.069134216,4.374396992,1.3167053990000002,0,119,0,52,261440,12975
5203,31476,13122.18454,59,83626.74325,15.79148553,0,0,11,0,12007,53.9983757,10,1091.790859,0.009159443,0.114968538,1.248178414,0,143,0,37,109100,1629
9709,3513,9711.341237,59,71223.49403999999,9.828915148,0,0,24,0,2992,50.06626436,26,980.1342061,0.0032333509999999,8.24659343,1.181268744,0,127,0,36,135605,10513
29971,26489,15727.2767,59,63249.74128,22.66772389,2,0,11,0,6580,83.92206566,33,7115.264387,0.106076781,4.462630339,0.121059868,0,12,0,46,290383,13250
15455,9560,12906.7394,59,63846.61951,22.61750146,0,0,10,0,1695,95.41939216,31,214.56560890000003,0.005842929,6.058341059,0.434651001,0,103,0,27,98582,5988
4172,33061,9067.323101,59,55813.88722,9.376640229,1,0,7,0,12538,42.15774086,20,1798.8470559999998,0.028967457,3.107777141,0.5591014679999999,0,83,0,30,21442,24814
19773,6337,6812.697926999999,58,31164.70074,13.58318106,0,0,14,0,9785,12.24832303,11,1173.791147,0.026436402,5.0368593530000005,0.7363311240000001,0,119,0,37,58607,8306
11574,9959,30622.55405,59,53556.23065,27.38226663,0,0,17,0,3300,61.02346002,10,212.2921333,0.021051313,4.874743677,0.966503408,0,77,0,376,230070,2691
15949,9982,16859.7752,58,81052.51488999999,23.22252806,0,0,12,0,6454,94.92907449,21,2781.989365,0.06132396,1.4374965119999998,0.058144602,0,74,0,36,71222,21840
4411,8561,5954.948109,58,84324.22872999999,10.19430968,0,0,14,0,11183,23.7831773,15,302.60369469999995,37.024521,1.7979125880000002,1.556255101,0,32,0,22,42751,13451
21260,10209,11094.94238,58,74823.68448,36.2732386,2,0,11,0,1922,63.92868147,35,305.5070128,0.085920593,4.2552493280000006,0.04939012,0,101,0,37,277649,19379
15415,16004,18594.38497,59,59457.72082,29.5723072,0,0,35,0,1739,29.60591281,5,2823.36413,0.008490183,1.893204461,1.531402851,0,64,0,461,86929,8856
19781,22961,10068.32425,59,142124.7526,32.44571153,0,0,14,0,2219,43.10036946,23,146.9628957,0.078477177,1.246935789,0.7124473259999999,0,47,0,6,26095,18639
19088,21793,29485.41918,59,56278.555810000005,24.47851136,0,0,14,0,13825,59.802212100000006,17,2715.420802,0.076604331,2.552762187,1.113190935,0,30,0,43,52044,71619
17906,30600,8320.749618,58,99383.27349,38.55323094,0,0,11,0,3149,58.73406545,11,1566.8788949999998,0.0274266629999999,0.258011565,0.57207148,0,29,0,44,6804,1886
11592,31557,8036.653923999999,59,87287.06878,27.52955856,0,0,13,0,4453,41.43992525,17,2299.4895260000003,0.110631245,4.55860191,1.337893671,0,53,0,31,267846,73947
8810,7857,15038.28781,58,31293.22354,19.45930069,0,0,6,0,246,46.36332725,29,1864.143334,0.078035814,5.700741674,1.184926539,0,21,0,41,70271,21863
9961,11187,23362.36167,59,137338.6498,14.15160084,0,0,13,0,11152,78.76281975,24,963.9673899,0.081957883,1.379730194,0.166539233,0,7,0,15,97480,12217
29261,10747,26011.60348,59,29180.955360000004,34.55651589,1,0,10,0,1489,67.7324004,31,1911.161546,0.079915338,1.460734208,0.789994931,0,54,0,45,31602,10226
24211,20886,14357.794219999998,59,31896.25518,30.05465388,0,0,12,0,6055,83.19783733,15,2613.972487,0.097919596,0.1170397869999999,0.625571993,0,40,0,18,87080,12179
19583,28262,12378.20457,59,54051.34149,11.69906519,0,0,12,0,1314,17.79990263,11,191.86384740000003,0.02554336,1.457841189,0.054648942,0,45,0,29,218449,96175
11328,16903,10668.48898,59,81418.82048,17.78048869,0,0,16,0,2961,35.54349315,29,997.6725565,0.00858519,0.720647136,0.03210744,0,13,0,55,135961,12527
31700,29107,6382.752648,59,24871.74866,26.51383697,0,0,12,0,10529,69.16557675,19,2341.092242,40.83360615,7.804116666,0.939350806,0,92,0,29,29468,5185
11613,19186,9722.511339,59,79709.72281,7.373544084,0,0,25,0,5828,72.20259861,13,523.1952801,8.31e-05,0.884514118,1.1997760709999998,0,121,0,23,227793,34656
30651,23803,17205.62698,59,59713.09862,31.25075156,1,0,13,0,5001,62.80968985,26,2509.400739,0.035022331,500.8831243,0.298519703,0,127,0,48,13510,69943
10396,26114,11474.53552,59,88720.08491,21.31438889,0,0,26,1,4612,12.28744143,24,4901.982797,0.049204738,2.755495452,1.128878283,0,60,0,22,50177,1195
20974,5970,11987.66482,59,85291.40186,37.75375354,0,0,12,0,724,72.59078774,18,4138.414379,0.052327208,4.230707616,0.245386909,0,65,0,56,93094,7280
16517,9065,11715.56121,59,38968.29541,37.58120763,0,0,12,0,6137,87.793901,27,1754.4075469999998,0.0572958659999999,7.057125384,0.447303464,0,104,0,29,90717,11863
17818,11284,5665.427425,58,106078.2828,22.607512300000003,1,0,21,0,12932,50.95845987,22,1047.937182,0.024116792,3.935616358,1.081505395,0,51,0,47,34440,7698
6098,24686,11920.81809,58,57917.12315,29.40475758,1,0,14,0,5914,90.88672673,9,801.6961617000001,0.0127891969999999,1.719058945,0.1073696319999999,0,78,0,54,539046,32705
24183,10323,6431.11941,59,95963.41755,16.89519535,0,0,7,0,10114,41.81584957,19,4561.165696,0.058724479,1.303291687,0.798201352,0,73,0,57,24466,23315
16000,21994,11646.85314,58,84518.96699999999,25.47597889,0,0,13,0,14582,56.18924871,36,568.1680409,0.01506835,6.866547446,0.548877311,0,6,0,36,158820,24139
15528,31569,9743.998283,59,65996.1675,38.40942032,0,0,12,0,3140,71.72110936,20,239.0335465,0.003484101,5.691554866000001,0.6861024490000001,0,35,0,38,86240,86673
16921,9473,23942.95917,59,52495.1384,19.9550409,0,0,8,0,1160,80.55436744,16,771.3208649000001,0.0576396999999999,9.074052455,0.985165398,0,15,0,13947,32276,67152
27354,16167,12305.74934,59,45117.39124,28.41854355,0,0,13,0,48130,77.35883629,5,275.13291780000003,0.035244767,0.898478617,1.122865781,0,40,0,24,60044,13545
5605,10815,15301.250719999998,59,30130.49459,18.7525015,0,1,11,0,7214,89.48768392,23,1905.074809,0.024308495,8.64758893,1.087212186,0,28,0,31,140887,13931
16021,13933,13156.12769,36,80867.50085,38.78663423,1,1,7,0,15872,74.39382368,18,279.30587710000003,0.008900932,3.0898345330000003,0.68625233,0,88,0,41,62698,48680
6318,5625,5618.137646,59,62219.7947,34.61358301,0,0,12,0,6409,81.00688253,9,1959.89987,0.020369616,5.08933525,0.469439865,0,135,0,45,165550,52015
10847,9770,6739.406061,36,93140.42778,15.16146185,0,0,12,0,11031,86.54438361,15,2514.063008,0.033420706,4.035617994,1.257666522,0,137,0,1030,40239,27662
12386,11164,7686.285618999999,59,55821.67469,17.66882463,0,0,20,0,1370,89.72028605,8,1220.791017,0.044669803,3.34052496,0.755536243,0,86,0,15,756016,2643
25108,6550,8071.44942,58,80167.31105,32.60277044,0,0,14,0,12866,85.33540261,35,94.94857175,0.042960649,5.725104593999999,0.702646918,0,50,0,25,161225,7777
11632,30212,20065.39614,59,76695.39062,19.63192042,0,0,20,0,3032,45.07478443,14,1007.51594,0.03803287,2.95614254,1.299278498,0,48,0,25,42735,22259
12744,8886,9883.320498,58,73104.6668,25.19246898,0,0,9,0,203,87.78613169,28,2359.538794,0.095380966,5.828576693,1.468350429,0,158,0,49,687664,8968
31944,8989,5190.719736,58,101903.1945,15.93002888,0,0,13,0,7928,91.7143072,12,3320.5608,0.032979906,0.764102987,0.648495794,0,12,0,28,254200,11535
16297,20278,10663.45211,59,129531.572,19.90108367,0,0,22,1,6999,69.90786612,21,475.6429419,0.068254222,1.26263023,0.7197157959999999,0,16,0,41,16219,44435
26715,16722,25457.19951,58,202542.0625,25.1537833,2,0,13,0,7805,44.25840737,18,518.6159159,0.005743279,0.163616618,1.52940471,0,42,0,45,48273,12390
15650,12689,12359.56873,59,69350.61982,19.54750406,0,0,11,0,22232,59.86436828,16,3276.3085730000003,0.040644642,1.7144036269999998,0.927477724,0,109,0,37,124070,11368
30235,5503,6792.231172,59,38190.29826,18.23458719,0,0,14,0,15588,52.17216145,8,89.37162788,0.071240495,7.337671071,1.146798917,0,34,0,54,37998,2608
27951,8145,11208.1001,59,73829.37797999999,27.98337046,0,0,25,0,21388,57.97691326,10,3386.065435,0.0403571879999999,6.690882202999999,0.8328042640000001,0,66,0,53,111563,18858
12521,31417,15408.33528,59,64535.0885,38.20512988,1,0,11,0,4296,57.64775767,8,424.4918683,0.013515322,1588.387645,1.311514968,0,77,0,56,179320,8416
20195,8170,6112.016941,59,53581.36217,37.01068474,1,0,9,0,4845,64.72421525,13,5255.796851,0.010300783,1.580603468,0.8728828470000001,0,53,0,32,176050,5083
34124,20445,6445.285211,58,28434.97245,35.37983983,0,0,31,0,10405,51.39895758,8,4312.805082,0.049973083,4.862964601,0.176788599,0,60,0,37,276868,6837
7158,25847,25964.74941,59,69074.43645,22.90844263,0,0,21,1,2522,69.17456014,12,845.1860697999999,0.088305403,6.920443303,0.212903238,0,35,0,534,467216,43217
7419,31225,15660.290980000002,59,69352.02248,11.65610358,0,0,12,0,1101,28.67085727,17,2867.015752,0.047876528,3.692825524,0.517520984,1,83,0,22,129993,12548
